npi,pharmacy_name,owner_name,city,state,zip,phone,grade,outreach_priority,rmm_score,glp1_exposure_index,nearby_glp1_prescriber_claims,est_monthly_glp1_fills,est_loss_per_fill,est_annual_glp1_loss,hpsa_designated,hpsa_score,zip_diabetes_pct,zip_obesity_pct,zip_pct_65_plus,zip_median_income,zip_population,state_glp1_cost_per_pharmacy,county_fips,county_name,rucc_code,rural_classification
1326137480,AMADEO VALENZUELA JR,AMADEO VALENZUELA,RIO HONDO,TX,78583,(956) 748-2141,A,Immediate,85.4,63.3,13480,43,$54,"$27,750",Yes,17,18.6,38.4,25.5,"$61,315",5472,"$453,995",48061,Cameron County,2,Metro
1194965376,MEADOW RIVER HEALTH CARE ASSOCIATES INC,JAMES BURR,CRAIGSVILLE,WV,26205,(304) 742-6040,A,Immediate,85.4,56.0,1100,65,$53,"$41,519",Yes,20,17.0,41.3,28.0,"$30,757",2257,"$753,242",54067,Nicholas County,8,Rural-Adjacent
1720495401,"GOOD LIFE APOTHECARY, INC",PATRICK GOOD,CHARLESTON,WV,25302,(304) 345-8600,A,Immediate,85.4,66.4,7891,77,$53,"$49,185",Yes,20,17.1,42.8,21.3,"$55,525",13280,"$753,242",54039,Kanawha County,3,Metro
1578033841,FRUTH PHARMACY INC,ANDREW BECKER,CHARLESTON,WV,25302,(304) 593-9975,A,Immediate,85.4,66.4,7891,77,$53,"$49,185",Yes,20,17.1,42.8,21.3,"$55,525",13280,"$753,242",54039,Kanawha County,3,Metro
1144466723,GAULEY RIVER PHARMACY INC,HOWARD BOONE,CRAIGSVILLE,WV,26205,(304) 742-5001,A,Immediate,85.4,56.0,1100,65,$53,"$41,519",Yes,20,17.0,41.3,28.0,"$30,757",2257,"$753,242",54067,Nicholas County,8,Rural-Adjacent
1508405911,"BLANCHARD'S PHARMACY, INC.",TROHN BLANCHARD,NEW ROADS,LA,70760,(225) 638-7550,A,Immediate,85.4,59.7,1863,73,$51,"$45,018",Yes,22,19.7,43.2,21.6,"$48,050",6119,"$758,936",22077,Pointe Coupee Parish,2,Metro
1851369557,SNAPP LEE INC.,KENT SNAPP,WEBER CITY,VA,24290,(276) 386-3482,A,Immediate,85.4,60.4,972,94,$50,"$56,908",Yes,21,19.0,39.2,29.7,"$60,529",2276,"$927,995",51169,Scott County,2,Metro
1538235296,SCOTT COUNTY DRUG,PATRICIA NOE,WEBER CITY,VA,24290,(276) 386-3161,A,Immediate,85.4,60.4,972,94,$50,"$56,908",Yes,21,19.0,39.2,29.7,"$60,529",2276,"$927,995",51169,Scott County,2,Metro
1346352291,GEORGE ELLIOTT INC,ERIC ELLIOTT,NEW ROADS,LA,70760,(225) 638-6321,A,Immediate,85.4,59.7,1863,73,$51,"$45,018",Yes,22,19.7,43.2,21.6,"$48,050",6119,"$758,936",22077,Pointe Coupee Parish,2,Metro
1841261302,PHILLIPS ROCHE A CRI CLINIC PHARMACY INC,WAYNE MACARDY,FRIENDSHIP,WI,53934,(608) 339-9080,A,Immediate,85.4,56.5,476,86,$48,"$49,969",Yes,18,18.2,41.6,33.9,"$46,563",4404,"$908,315",55001,Adams County,8,Rural-Adjacent
1447457239,"BRIDGES & JAMES, INC",JONATHAN BRIDGES,CHERAW,SC,29520,(843) 537-3221,A,Immediate,85.4,60.2,2501,69,$52,"$43,395",Yes,17,20.3,46.9,20.7,"$41,786",12860,"$778,311",45025,Chesterfield County,6,Rural-Adjacent
1457450389,HARSEYS PHARMACY,VERNON HARSEY,CHERAW,SC,29520,(843) 537-9991,A,Immediate,85.4,60.2,2501,69,$52,"$43,395",Yes,17,20.3,46.9,20.7,"$41,786",12860,"$778,311",45025,Chesterfield County,6,Rural-Adjacent
1588793368,RAYMOND M GARRETT,RAYMOND GARRETT,NEW ROADS,LA,70760,(225) 638-7550,A,Immediate,85.4,59.7,1863,73,$51,"$45,018",Yes,22,19.7,43.2,21.6,"$48,050",6119,"$758,936",22077,Pointe Coupee Parish,2,Metro
1922049816,"BRIDGES & JAMES, INC",JONATHAN BRIDGES,CHERAW,SC,29520,(843) 537-9550,A,Immediate,85.4,60.2,2501,69,$52,"$43,395",Yes,17,20.3,46.9,20.7,"$41,786",12860,"$778,311",45025,Chesterfield County,6,Rural-Adjacent
1730614587,CARESOUTH CAROLINA INC,ANN LEWIS,CHERAW,SC,29520,(843) 865-4080,A,Immediate,85.4,60.2,2501,69,$52,"$43,395",Yes,17,20.3,46.9,20.7,"$41,786",12860,"$778,311",45025,Chesterfield County,6,Rural-Adjacent
1982159935,RICHARDSON PHARMACEUTICAL INC,NATASHA RICHARDSON,LEIGHTON,AL,35646,(256) 446-6527,A,Immediate,85.3,62.3,6995,56,$52,"$35,105",Yes,17,17.0,39.1,28.5,"$58,407",4005,"$562,239",01033,Colbert County,3,Metro
1588771356,CHHADWA INC,SHANTILAL CHHADWA,HARVEY,IL,60426,(708) 339-7050,A,Immediate,85.3,83.3,76598,87,$52,"$54,768",Yes,21,18.9,41.7,16.5,"$40,995",23066,"$792,095",17031,Cook County,1,Metro
1912057027,MEDCENTRIX INC,JULIE WITVOET,HARVEY,IL,60426,(708) 915-4306,A,Immediate,85.3,83.3,76598,87,$52,"$54,768",Yes,21,18.9,41.7,16.5,"$40,995",23066,"$792,095",17031,Cook County,1,Metro
1720012958,"C & B MAIN DISCOUNT DRUG CENTER, INC",EDWARD TING,KINSMAN,OH,44428,(330) 876-1228,A,Immediate,85.3,63.9,2814,101,$49,"$59,558",Yes,15,15.4,39.1,25.9,"$53,281",3196,"$1,109,138",39155,Trumbull County,2,Metro
1134262629,SLW & BCW ENTERPRISES INC,BRETTON WALBERG,KINSMAN,OH,44428,(330) 876-0004,A,Immediate,85.3,63.9,2814,101,$49,"$59,558",Yes,15,15.4,39.1,25.9,"$53,281",3196,"$1,109,138",39155,Trumbull County,2,Metro
1568770170,FAMILY CHRISTIAN PHARMACY INC,SHANTILAL CHHADWA,HARVEY,IL,60426,(708) 589-2019,A,Immediate,85.3,83.3,76598,87,$52,"$54,768",Yes,21,18.9,41.7,16.5,"$40,995",23066,"$792,095",17031,Cook County,1,Metro
1063416790,EPPYS DRUG STORE INC,MARY WADE,BECKLEY,WV,25801,(304) 252-6331,A,Immediate,85.2,65.9,5871,77,$53,"$49,185",Yes,16,18.8,44.0,22.7,"$49,370",30869,"$753,242",54081,Raleigh County,3,Metro
1972900462,BAMBERG HEALTH INVESTORS,KYLE MCHUGH,BAMBERG,SC,29003,(803) 645-8842,A,Immediate,85.2,56.8,959,65,$52,"$40,880",Yes,19,20.3,43.1,26.4,"$51,341",5616,"$778,311",45009,Bamberg County,9,Rural-Remote
1497409353,NEW ATLAS PHARMACY LLC,TAHANY MOHAMED,DETROIT,MI,48238,(313) 334-5102,A,Immediate,85.2,75.0,38978,58,$49,"$33,979",Yes,24,21.7,48.8,15.4,"$30,286",24569,"$454,258",26163,Wayne County,1,Metro
1992367767,METRO FAMILY PHARMACY LLC,JANAH HANI,DETROIT,MI,48238,(313) 733-6346,A,Immediate,85.2,75.0,38978,58,$49,"$33,979",Yes,24,21.7,48.8,15.4,"$30,286",24569,"$454,258",26163,Wayne County,1,Metro
1861513194,KALIKA CORP.,JYOTSNABEN PATEL,DETROIT,MI,48238,(313) 933-9096,A,Immediate,85.2,75.0,38978,58,$49,"$33,979",Yes,24,21.7,48.8,15.4,"$30,286",24569,"$454,258",26163,Wayne County,1,Metro
1558700138,SAM'S PHARMACY PLLC,BASSAM HARATI,DETROIT,MI,48238,(313) 340-7777,A,Immediate,85.2,75.0,38978,58,$49,"$33,979",Yes,24,21.7,48.8,15.4,"$30,286",24569,"$454,258",26163,Wayne County,1,Metro
1053721464,BRITAM PHARMACY LLC,KINGSLEY JADEMI,DETROIT,MI,48238,(313) 862-8888,A,Immediate,85.2,75.0,38978,58,$49,"$33,979",Yes,24,21.7,48.8,15.4,"$30,286",24569,"$454,258",26163,Wayne County,1,Metro
1457420986,ATLAS PHARMACY INC.,RENE EID,DETROIT,MI,48238,(313) 868-0940,A,Immediate,85.2,75.0,38978,58,$49,"$33,979",Yes,24,21.7,48.8,15.4,"$30,286",24569,"$454,258",26163,Wayne County,1,Metro
1851474100,JACK P. PADGETT JR.,JACK PADGETT,BAMBERG,SC,29003,(803) 245-4298,A,Immediate,85.2,56.8,959,65,$52,"$40,880",Yes,19,20.3,43.1,26.4,"$51,341",5616,"$778,311",45009,Bamberg County,9,Rural-Remote
1225537962,EXPRESS DISCOUNT PHARMACY LLC,MUNIF MAWRI,DETROIT,MI,48238,(313) 397-7358,A,Immediate,85.2,75.0,38978,58,$49,"$33,979",Yes,24,21.7,48.8,15.4,"$30,286",24569,"$454,258",26163,Wayne County,1,Metro
1750657391,GST PHARMACY LLC,VALERIE JONES,DETROIT,MI,48238,(313) 931-3301,A,Immediate,85.2,75.0,38978,58,$49,"$33,979",Yes,24,21.7,48.8,15.4,"$30,286",24569,"$454,258",26163,Wayne County,1,Metro
1487803599,MIDTOWN DISCOUNT PHARMACY,ALI FARDOUS,DETROIT,MI,48238,(313) 273-8800,A,Immediate,85.2,75.0,38978,58,$49,"$33,979",Yes,24,21.7,48.8,15.4,"$30,286",24569,"$454,258",26163,Wayne County,1,Metro
1013110246,PHARMACY CITY LLC,TODD REYNOLDS,JEFFERSON,LA,70121,(504) 834-2525,A,Immediate,85.2,72.8,18654,89,$51,"$54,885",Yes,17,15.8,41.5,20.6,"$59,029",10853,"$758,936",22051,Jefferson Parish,1,Metro
1073746988,JACK'S DISCOUNT PHARMACY,LAWRENCE JACKSON,JEFFERSON,LA,70121,(504) 252-4717,A,Immediate,85.2,72.8,18654,89,$51,"$54,885",Yes,17,15.8,41.5,20.6,"$59,029",10853,"$758,936",22051,Jefferson Parish,1,Metro
1750523890,SBC INC,JANMEYJAY VYAS,DETROIT,MI,48238,(313) 935-9935,A,Immediate,85.2,75.0,38978,58,$49,"$33,979",Yes,24,21.7,48.8,15.4,"$30,286",24569,"$454,258",26163,Wayne County,1,Metro
1407861347,CARING PHAMRACY,JYOTSANA PATEL,DETROIT,MI,48238,(313) 935-9935,A,Immediate,85.2,75.0,38978,58,$49,"$33,979",Yes,24,21.7,48.8,15.4,"$30,286",24569,"$454,258",26163,Wayne County,1,Metro
1114393196,MEDSTOP PHARMACY LLC,BASHEER ALTAIRI,DETROIT,MI,48238,(313) 933-0630,A,Immediate,85.2,75.0,38978,58,$49,"$33,979",Yes,24,21.7,48.8,15.4,"$30,286",24569,"$454,258",26163,Wayne County,1,Metro
1053355271,ANDY'S MOTOWN PHARMACY,ISMAIL JADALLAH,DETROIT,MI,48238,(313) 341-2450,A,Immediate,85.2,75.0,38978,58,$49,"$33,979",Yes,24,21.7,48.8,15.4,"$30,286",24569,"$454,258",26163,Wayne County,1,Metro
1396158135,BP3 LLC,SID ILANGOVAN,BECKLEY,WV,25801,(304) 256-2006,A,Immediate,85.2,65.9,5871,77,$53,"$49,185",Yes,16,18.8,44.0,22.7,"$49,370",30869,"$753,242",54081,Raleigh County,3,Metro
1336841741,"OCHSNER PHARMACY AND WELLNESS, LLC",RICHARD ROVIRA,NEW ORLEANS,LA,70121,(504) 754-7261,A,Immediate,85.2,72.8,18654,89,$51,"$54,885",Yes,17,15.8,41.5,20.6,"$59,029",10853,"$758,936",22051,Jefferson Parish,1,Metro
1750636080,MIINFA INC.,MUFUTAU ADEGUNLOLA,DETROIT,MI,48238,(313) 491-7450,A,Immediate,85.2,75.0,38978,58,$49,"$33,979",Yes,24,21.7,48.8,15.4,"$30,286",24569,"$454,258",26163,Wayne County,1,Metro
1760793772,"BYPASS PHARMACY, INC",SIDDARTHAN ILANGOVAN,BECKLEY,WV,25801,(304) 256-2006,A,Immediate,85.2,65.9,5871,77,$53,"$49,185",Yes,16,18.8,44.0,22.7,"$49,370",30869,"$753,242",54081,Raleigh County,3,Metro
1053418897,PROFESSIONAL PHARMACY INC,W KLUESNER,BECKLEY,WV,25801,(304) 252-5349,A,Immediate,85.2,65.9,5871,77,$53,"$49,185",Yes,16,18.8,44.0,22.7,"$49,370",30869,"$753,242",54081,Raleigh County,3,Metro
1750746046,"BECKLEY PHARMACY, INC.",JAWED SHERWANI,BECKLEY,WV,25801,(304) 256-1200,A,Immediate,85.2,65.9,5871,77,$53,"$49,185",Yes,16,18.8,44.0,22.7,"$49,370",30869,"$753,242",54081,Raleigh County,3,Metro
1609324284,APEX PHARMACY LLC,BOB KIBLINGER,BECKLEY,WV,25801,(681) 207-7334,A,Immediate,85.2,65.9,5871,77,$53,"$49,185",Yes,16,18.8,44.0,22.7,"$49,370",30869,"$753,242",54081,Raleigh County,3,Metro
1669026621,PREMIER PHARMACY & WELLNESS INC,KIMBERLY MILLER,BECKLEY,WV,25801,(681) 207-8510,A,Immediate,85.2,65.9,5871,77,$53,"$49,185",Yes,16,18.8,44.0,22.7,"$49,370",30869,"$753,242",54081,Raleigh County,3,Metro
1831594092,OCHSNER PHARMACY AND WELLNESS LLC,MICHAEL HULEFELD,NEW ORLEANS,LA,70121,(504) 842-3205,A,Immediate,85.2,72.8,18654,89,$51,"$54,885",Yes,17,15.8,41.5,20.6,"$59,029",10853,"$758,936",22051,Jefferson Parish,1,Metro
1598179384,OCHSNER PHARMACY AND WELLNESS LLC,MICHAEL HULEFELD,NEW ORLEANS,LA,70121,(504) 842-8310,A,Immediate,85.2,72.8,18654,89,$51,"$54,885",Yes,17,15.8,41.5,20.6,"$59,029",10853,"$758,936",22051,Jefferson Parish,1,Metro
1871262741,NHP RX LLC,NATHAN PAYNE,BECKLEY,WV,25801,(681) 254-4350,A,Immediate,85.2,65.9,5871,77,$53,"$49,185",Yes,16,18.8,44.0,22.7,"$49,370",30869,"$753,242",54081,Raleigh County,3,Metro
1831750470,LAPHARMACY LLC,STACEY LABORDE,JEFFERSON,LA,70121,(504) 581-8876,A,Immediate,85.2,72.8,18654,89,$51,"$54,885",Yes,17,15.8,41.5,20.6,"$59,029",10853,"$758,936",22051,Jefferson Parish,1,Metro
1508264102,SAV-MED PHARMACY INC,HANNA EID,DETROIT,MI,48238,(313) 868-0940,A,Immediate,85.2,75.0,38978,58,$49,"$33,979",Yes,24,21.7,48.8,15.4,"$30,286",24569,"$454,258",26163,Wayne County,1,Metro
1760836381,OCHSNER PHARMACY AND WELLNESS LLC,MICHAEL HULEFELD,NEW ORLEANS,LA,70121,(504) 842-7439,A,Immediate,85.2,72.8,18654,89,$51,"$54,885",Yes,17,15.8,41.5,20.6,"$59,029",10853,"$758,936",22051,Jefferson Parish,1,Metro
1780333229,AVITA DRUGS LLC,CHAD BROOKER,LAFAYETTE,LA,70501,(337) 443-7470,A,Immediate,85.2,72.5,16962,88,$51,"$54,268",Yes,13,22.0,45.1,16.5,"$31,723",26956,"$758,936",22055,Lafayette Parish,2,Metro
1285730382,"THRIFTY WAY PHARMACY, NORTHSIDE INC.",CATHRYN MATTE,LAFAYETTE,LA,70501,(337) 234-5228,A,Immediate,85.2,72.5,16962,88,$51,"$54,268",Yes,13,22.0,45.1,16.5,"$31,723",26956,"$758,936",22055,Lafayette Parish,2,Metro
1962788364,WILLOW DRUG INCORPORATED,KENLY MORRISON,SPENCER,WV,25276,(304) 927-3784,A,Immediate,85.2,56.9,1151,66,$53,"$42,158",Yes,20,19.6,42.2,23.9,"$38,750",7355,"$753,242",54087,Roane County,8,Rural-Adjacent
1831505536,BAQUE ENTERPRISE LLC,JOHN BAQUE,LAFAYETTE,LA,70501,(337) 234-1428,A,Immediate,85.2,72.5,16962,88,$51,"$54,268",Yes,13,22.0,45.1,16.5,"$31,723",26956,"$758,936",22055,Lafayette Parish,2,Metro
1154977023,RENEGADE PHARMACY INC.,JENNY CUNNINGHAM,OCEANA,WV,24870,(304) 682-0444,A,Immediate,85.2,56.7,1232,66,$53,"$42,158",Yes,21,16.3,42.3,39.6,"$44,660",1652,"$753,242",54109,Wyoming County,8,Rural-Adjacent
1700013950,RAMKABIR PHARMACY LLC,KIRAN PATEL,SAGINAW,MI,48601,(989) 791-7955,A,Immediate,85.2,64.1,8304,50,$49,"$29,292",Yes,20,22.1,46.9,20.7,"$37,830",32069,"$454,258",26145,Saginaw County,3,Metro
1063878155,OCJ INC,JUDE OBIAKOR,SAGINAW,MI,48601,(989) 401-8455,A,Immediate,85.2,64.1,8304,50,$49,"$29,292",Yes,20,22.1,46.9,20.7,"$37,830",32069,"$454,258",26145,Saginaw County,3,Metro
1215988670,WESTSIDE PHARMACY INC,DEVONNA MILLER WEST,OCEANA,WV,24870,(304) 682-0444,A,Immediate,85.2,56.7,1232,66,$53,"$42,158",Yes,21,16.3,42.3,39.6,"$44,660",1652,"$753,242",54109,Wyoming County,8,Rural-Adjacent
1336276807,JOSEPH ZELEK,JOSEPH ZELEK,DILLONVALE,OH,43917,(740) 769-7332,A,Immediate,85.2,63.4,1999,100,$49,"$58,968",Yes,15,15.3,42.3,27.6,"$60,750",2647,"$1,109,138",39081,Jefferson County,3,Metro
1497574735,UNITY RX PHARMACY LLC,GANESH PATEL,SAGINAW,MI,48601,(989) 355-1900,A,Immediate,85.2,64.1,8304,50,$49,"$29,292",Yes,20,22.1,46.9,20.7,"$37,830",32069,"$454,258",26145,Saginaw County,3,Metro
1790790632,FRUTH PHARMACY INC,ANDREW BECKER,SPENCER,WV,25276,(304) 927-0011,A,Immediate,85.2,56.9,1151,66,$53,"$42,158",Yes,20,19.6,42.2,23.9,"$38,750",7355,"$753,242",54087,Roane County,8,Rural-Adjacent
1093893240,UNITED PHARMACY GROUP INC,PATRICK NEBLETT,OCEANA,WV,24870,(304) 682-8289,A,Immediate,85.2,56.7,1232,66,$53,"$42,158",Yes,21,16.3,42.3,39.6,"$44,660",1652,"$753,242",54109,Wyoming County,8,Rural-Adjacent
1740043710,"LINCOLN COUNTY PRIMARY CARE CENTER, INC.",LETITIA WEAVER-SCITES,OCEANA,WV,24870,(681) 539-1107,A,Immediate,85.2,56.7,1232,66,$53,"$42,158",Yes,21,16.3,42.3,39.6,"$44,660",1652,"$753,242",54109,Wyoming County,8,Rural-Adjacent
1881499564,J & J RX NETWORK LLC,TALA BUI,LAFAYETTE,LA,70501,(337) 232-2666,A,Immediate,85.2,72.5,16962,88,$51,"$54,268",Yes,13,22.0,45.1,16.5,"$31,723",26956,"$758,936",22055,Lafayette Parish,2,Metro
1104412154,JEFFERSON DRUG PHARMACY,SAMUEL AIGBFOH,LAFAYETTE,LA,70501,(337) 889-3795,A,Immediate,85.2,72.5,16962,88,$51,"$54,268",Yes,13,22.0,45.1,16.5,"$31,723",26956,"$758,936",22055,Lafayette Parish,2,Metro
1760479117,"TECHE DRUGS, INC.",RYAN DARTEZ,LAFAYETTE,LA,70501,(337) 235-4578,A,Immediate,85.2,72.5,16962,88,$51,"$54,268",Yes,13,22.0,45.1,16.5,"$31,723",26956,"$758,936",22055,Lafayette Parish,2,Metro
1174573182,CENTRAL PHARMACY SERVICES LLC,JASON REED,LAFAYETTE,LA,70501,(337) 236-6609,A,Immediate,85.2,72.5,16962,88,$51,"$54,268",Yes,13,22.0,45.1,16.5,"$31,723",26956,"$758,936",22055,Lafayette Parish,2,Metro
1457716334,"DOUG'S DRUGS, LLC",MICHAEL POWERS,OCEANA,WV,24870,(304) 682-6900,A,Immediate,85.2,56.7,1232,66,$53,"$42,158",Yes,21,16.3,42.3,39.6,"$44,660",1652,"$753,242",54109,Wyoming County,8,Rural-Adjacent
1447706700,MEDICINE BIN PLUS LLC,LASHUNDA GREEN,LAFAYETTE,LA,70501,(337) 408-8800,A,Immediate,85.2,72.5,16962,88,$51,"$54,268",Yes,13,22.0,45.1,16.5,"$31,723",26956,"$758,936",22055,Lafayette Parish,2,Metro
1316068281,PRIDE PLAZA PHARMACY INC,MARTHA HEGWOOD,LAFAYETTE,LA,70501,(333) 237-4571,A,Immediate,85.2,72.5,16962,88,$51,"$54,268",Yes,13,22.0,45.1,16.5,"$31,723",26956,"$758,936",22055,Lafayette Parish,2,Metro
1548025737,"CAREWELL PHARMACY, LLC",COURTNEY RIFFE,GILBERT,WV,25621,(304) 664-8883,A,Immediate,85.1,56.9,1102,66,$53,"$42,158",Yes,21,18.3,41.2,34.1,"$54,750",1675,"$753,242",54059,Mingo County,8,Rural-Adjacent
1467135517,"PILL BOX SPECIALTY PHARMACY, LLC",HUSSEIN ALJABERY,SOUTHFIELD,MI,48034,(313) 433-2390,A,Immediate,85.1,72.5,32790,56,$49,"$32,807",Yes,19,15.5,39.9,23.4,"$59,634",15213,"$454,258",26125,Oakland County,1,Metro
1033267695,T & B INC,TERRY LEWIS,DARLINGTON,SC,29532,(843) 395-6020,A,Immediate,85.1,61.6,3184,70,$52,"$44,024",Yes,20,18.8,47.1,21.3,"$41,810",20272,"$778,311",45031,Darlington County,3,Metro
1417665878,"EPIC HEALTH PHARMACY, PLLC",GREG NAMAN,SOUTHFIELD,MI,48034,(248) 996-9209,A,Immediate,85.1,72.5,32790,56,$49,"$32,807",Yes,19,15.5,39.9,23.4,"$59,634",15213,"$454,258",26125,Oakland County,1,Metro
1205346509,ACE PHARMACY LLC,ALI FARHAT,SOUTHFIELD,MI,48034,(248) 469-4469,A,Immediate,85.1,72.5,32790,56,$49,"$32,807",Yes,19,15.5,39.9,23.4,"$59,634",15213,"$454,258",26125,Oakland County,1,Metro
1720206774,RIVERSIDE PHARMACY INC,CAMERON HATFIELD,GILBERT,WV,25621,(304) 664-3343,A,Immediate,85.1,56.9,1102,66,$53,"$42,158",Yes,21,18.3,41.2,34.1,"$54,750",1675,"$753,242",54059,Mingo County,8,Rural-Adjacent
1467925487,LINCOLN COUNTY PRIMARY CARE CENTER INC,LETITIA WEAVER,GILBERT,WV,25621,(304) 664-1147,A,Immediate,85.1,56.9,1102,66,$53,"$42,158",Yes,21,18.3,41.2,34.1,"$54,750",1675,"$753,242",54059,Mingo County,8,Rural-Adjacent
1831999804,RIVERSIDE PHARMACY 2 LLC,SAMUEL BALLENGEE,GILBERT,WV,25621,(304) 664-3343,A,Immediate,85.1,56.9,1102,66,$53,"$42,158",Yes,21,18.3,41.2,34.1,"$54,750",1675,"$753,242",54059,Mingo County,8,Rural-Adjacent
1386797579,HARRISON ENT. INC.,ELAINE HARRISON,DARLINGTON,SC,29532,(843) 393-1850,A,Immediate,85.1,61.6,3184,70,$52,"$44,024",Yes,20,18.8,47.1,21.3,"$41,810",20272,"$778,311",45031,Darlington County,3,Metro
1720226350,"CLAIBORNE DISCOUNT PHARMACY, LLC",HERBERT BURRELL,NEW ORLEANS,LA,70116,(504) 942-8700,A,Immediate,85.1,69.9,15450,85,$51,"$52,418",Yes,22,15.9,34.2,24.5,"$45,580",10377,"$758,936",22071,Orleans Parish,1,Metro
1376586750,MED-CENTER PHARMACY & MEDICAL SUPPLY LLC,JUDY DENNIS,DARLINGTON,SC,29532,(843) 398-7015,A,Immediate,85.1,61.6,3184,70,$52,"$44,024",Yes,20,18.8,47.1,21.3,"$41,810",20272,"$778,311",45031,Darlington County,3,Metro
1679623607,ALLEN DRUGS INC,BILL ALLEN,POLLOCKSVILLE,NC,28573,(252) 224-5591,A,Immediate,85.1,59.5,2014,79,$54,"$51,315",Yes,18,18.0,40.2,26.7,"$57,188",1808,"$786,708",37103,Jones County,8,Rural-Adjacent
1417010042,IDEAL PHARMACY CARE INC,CONRAD CHARLES,NEW ORLEANS,LA,70116,(504) 523-4103,A,Immediate,85.1,69.9,15450,85,$51,"$52,418",Yes,22,15.9,34.2,24.5,"$45,580",10377,"$758,936",22071,Orleans Parish,1,Metro
1073958831,FRANKLIN APOTHECARY LLC,ALI SABBAGH,SOUTHFIELD,MI,48034,(248) 355-1910,A,Immediate,85.1,72.5,32790,56,$49,"$32,807",Yes,19,15.5,39.9,23.4,"$59,634",15213,"$454,258",26125,Oakland County,1,Metro
1891332748,H & W DRUG STORE 4LLC,RUSTON HENRY,NEW ORLEANS,LA,70116,(504) 582-9050,A,Immediate,85.1,69.9,15450,85,$51,"$52,418",Yes,22,15.9,34.2,24.5,"$45,580",10377,"$758,936",22071,Orleans Parish,1,Metro
1811045677,"GENESIS HEALTHCARE, INC",TONY MEGNA,DARLINGTON,SC,29532,(843) 393-6591,A,Immediate,85.1,61.6,3184,70,$52,"$44,024",Yes,20,18.8,47.1,21.3,"$41,810",20272,"$778,311",45031,Darlington County,3,Metro
1407358484,THE BERNICE PHARMACY INC,SARAH JOHNSON,BERNICE,LA,71222,(318) 285-9521,A,Immediate,85.1,57.3,1426,70,$51,"$43,168",Yes,15,18.3,38.5,25.1,"$33,399",2621,"$758,936",22111,Union Parish,3,Metro
1700862026,APPALACHIAN REGIONAL HEALTHCARE INC,HOLLIE HARRIS,MIDDLESBORO,KY,40965,(606) 242-1166,A,Immediate,85.1,62.0,2703,123,$53,"$78,656",Yes,19,21.1,44.4,18.4,"$30,980",11698,"$824,099",21013,Bell County,7,Rural-Remote
1144502287,FAMILY DISCOUNT DRUGS,ROBERT MARCUM,MIDDLESBORO,KY,40965,(606) 248-8900,A,Immediate,85.1,62.0,2703,123,$53,"$78,656",Yes,19,21.1,44.4,18.4,"$30,980",11698,"$824,099",21013,Bell County,7,Rural-Remote
1275564767,JEFFS PHARMACY INC,ROBEY WALTERS,MIDDLESBORO,KY,40965,(606) 248-0171,A,Immediate,85.1,62.0,2703,123,$53,"$78,656",Yes,19,21.1,44.4,18.4,"$30,980",11698,"$824,099",21013,Bell County,7,Rural-Remote
1700885001,MIKELS DRIVE IN PHARMACY INC,MAURICE MCGLONE,MIDDLESBORO,KY,40965,(606) 248-1052,A,Immediate,85.1,62.0,2703,123,$53,"$78,656",Yes,19,21.1,44.4,18.4,"$30,980",11698,"$824,099",21013,Bell County,7,Rural-Remote
1740331701,SOUTHFIELD MEDICAL PHARMACY INC,AMY PATEL,SOUTHFIELD,MI,48034,(248) 799-0041,A,Immediate,85.1,72.5,32790,56,$49,"$32,807",Yes,19,15.5,39.9,23.4,"$59,634",15213,"$454,258",26125,Oakland County,1,Metro
1629485925,MEDWELL HEALTH SOLUTIONS,MAZEN BAISA,SOUTHFIELD,MI,48034,(248) 270-8246,A,Immediate,85.1,72.5,32790,56,$49,"$32,807",Yes,19,15.5,39.9,23.4,"$59,634",15213,"$454,258",26125,Oakland County,1,Metro
1982619813,FRUTH PHARMACY OF OHIO INC,ANDREW BECKER,WAVERLY,OH,45690,(740) 947-5018,A,Immediate,85.1,65.0,2928,102,$49,"$60,147",Yes,19,16.3,42.9,21.3,"$48,201",13315,"$1,109,138",39131,Pike County,9,Rural-Remote
1396756953,BARTLEYS DISCOUNT PHARMACY INC,TOM BARTLEY,WAVERLY,OH,45690,(740) 947-2126,A,Immediate,85.1,65.0,2928,102,$49,"$60,147",Yes,19,16.3,42.9,21.3,"$48,201",13315,"$1,109,138",39131,Pike County,9,Rural-Remote
1942690698,ADENA PHARMACY LLC,MICHAEL JOHNSON,WAVERLY,OH,45690,(740) 947-6320,A,Immediate,85.1,65.0,2928,102,$49,"$60,147",Yes,19,16.3,42.9,21.3,"$48,201",13315,"$1,109,138",39131,Pike County,9,Rural-Remote
1932873049,COMMUNITY ACTION COMMITTEE OF PIKE COUNTY,KEITH PITTS,WAVERLY,OH,45690,(740) 289-2371,A,Immediate,85.1,65.0,2928,102,$49,"$60,147",Yes,19,16.3,42.9,21.3,"$48,201",13315,"$1,109,138",39131,Pike County,9,Rural-Remote
1174907745,"PRIMEMART PHARMACY, LLC",RENEESHA PARRISH,SOUTHFIELD,MI,48034,(248) 352-3400,A,Immediate,85.1,72.5,32790,56,$49,"$32,807",Yes,19,15.5,39.9,23.4,"$59,634",15213,"$454,258",26125,Oakland County,1,Metro
