npi,display_name,legal_name,dba_name,address_1,address_2,city,state,zip,phone,enumeration_date,last_updated
1235262114,CASTLE MEDICAL CENTER,CASTLE MEDICAL CENTER,,640 ULUKAHIKI ST,INPATIENT PHARMACY,KAILUA,HI,96734,8082635192,03/13/2007,05/23/2018
1073882387,CENTRAL FILL PHARMACY,CENTRAL FILL PHARMACY,,3375 KOAPAKA ST STE F245,,HONOLULU,HI,96819,8087384540,12/16/2011,12/16/2011
1740236322,HOME CARE HAWAII L.L.P,HOME CARE HAWAII L.L.P,,94-479 UKEE ST,,WAIPAHU,HI,96797,8086771288,05/25/2006,03/07/2023
1841263720,KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN,KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN,,"1319 PUNAHOU ST, TOWER STE 100",,HONOLULU,HI,96826,8088405670,02/09/2006,01/26/2023
1851364731,PALI MOMI MEDICAL CENTER,PALI MOMI MEDICAL CENTER,,98 1079 MOANALUA RD,MOB SUITE 150,AIEA,HI,96701,8088405660,02/09/2006,11/29/2022
1578536454,STRAUB CLINIC & HOSPITAL,STRAUB CLINIC & HOSPITAL,,888 S KING ST,ROTUNDA SUITE 100,HONOLULU,HI,96813,8088405640,02/09/2006,05/29/2025
1619238607,STRAUB CLINIC & HOSPITAL,STRAUB CLINIC & HOSPITAL,,"888 SOUTH KING ST, ROTUNDA SUITE 100",,HONOLULU,HI,96813,8088405640,06/06/2012,11/29/2022
1295443216,STRAUB CLINIC & HOSPITAL,STRAUB CLINIC & HOSPITAL,,3375 KOAPAKA ST STE H400,,HONOLULU,HI,96819,8088356200,11/08/2022,11/08/2022
1629302773,UNIVERSITY OF HAWAII AT MANOA,UNIVERSITY OF HAWAII AT MANOA,,200 W KAWILI ST,,HILO,HI,96720,8089327369,09/22/2009,08/07/2014
1962519306,"WAIANAE DISTRICT COMPREHENSIVE HEALTH AND HOSPITAL BOARD, INCORPORATED","WAIANAE DISTRICT COMPREHENSIVE HEALTH AND HOSPITAL BOARD, INCORPORATED",,86-260 FARRINGTON HWY,,WAIANAE,HI,96792,8086973438,08/23/2006,11/21/2025
1790081685,"WAIANAE DISTRICT COMPREHENSIVE HEALTH AND HOSPITAL BOARD, INCORPORATED","WAIANAE DISTRICT COMPREHENSIVE HEALTH AND HOSPITAL BOARD, INCORPORATED",,599 FARRINGTON HWY,"BLDG #1, UNIT 100",KAPOLEI,HI,96707,8086973784,02/10/2011,03/07/2023
1376957431,WILCOX MEMORIAL HOSPITAL OUTPATIENT PHARMACY,WILCOX MEMORIAL HOSPITAL OUTPATIENT PHARMACY,,3-3420 KUHIO HWY,,LIHUE,HI,96766,8082451480,06/17/2014,06/17/2014
1134127442,ALLEN MEMORIAL HOSPITAL,ALLEN MEMORIAL HOSPITAL,,1731 W RIDGEWAY AVE,,WATERLOO,IA,50701,3198335725,07/11/2005,09/13/2007
1598215659,ALLEN MEMORIAL HOSPITAL CORPORATION,ALLEN MEMORIAL HOSPITAL CORPORATION,,5100 PRAIRIE PKWY STE 106,,CEDAR FALLS,IA,50613,3192222906,10/12/2016,09/19/2025
1821154220,BUENA VISTA REGIONAL MEDICAL CENTER,BUENA VISTA REGIONAL MEDICAL CENTER,,620 NORTHWESTERN DR,POD 2,STORM LAKE,IA,50588,7122138065,12/29/2006,01/30/2023
1023755097,CASS COUNTY MEMORIAL HOSPITAL,CASS COUNTY MEMORIAL HOSPITAL,,1501 E 10TH ST STE 115,,ATLANTIC,IA,50022,7122508804,05/19/2022,05/19/2022
1457803876,CENTRAL IOWA HOSPITAL CORPORATION,CENTRAL IOWA HOSPITAL CORPORATION,,3625 N ANKENY BLVD,SUITE A,ANKENY,IA,50023,5159654680,11/02/2016,06/17/2024
1003352949,CENTRAL IOWA HOSPITAL CORPORATION,CENTRAL IOWA HOSPITAL CORPORATION,,1200 PLEASANT ST,,DES MOINES,IA,50309,5152415936,01/17/2017,03/16/2017
1427947845,CENTRAL IOWA HOSPITAL CORPORATION,CENTRAL IOWA HOSPITAL CORPORATION,,1319 PENNSYLVANIA AVE,STE 150,DES MOINES,IA,50316,5159663100,07/01/2025,07/01/2025
1104789619,CENTRAL IOWA HOSPITAL CORPORATION,CENTRAL IOWA HOSPITAL CORPORATION,,1212 PLEASANT ST STE 109,,DES MOINES,IA,50309,5154710005,12/03/2025,12/03/2025
1922045632,COVENANT MEDICAL CENTER INC,COVENANT MEDICAL CENTER INC,,1094 220TH ST,,JESUP,IA,50648,3198276889,06/01/2006,10/10/2024
1497796494,COVENANT MEDICAL CENTER INC,COVENANT MEDICAL CENTER INC,,2710 SAINT FRANCIS DR,STE 101,WATERLOO,IA,50702,3192725700,06/09/2006,10/10/2024
1497796783,COVENANT MEDICAL CENTER INC,COVENANT MEDICAL CENTER INC,,601 HIGHWAY 218 N,,LA PORTE CITY,IA,50651,3193423620,06/09/2006,10/10/2024
1184498933,GENESIS HEALTH SYSTEM,GENESIS HEALTH SYSTEM,,629 6TH AVE,,DE WITT,IA,52742,5636595042,11/13/2023,11/13/2023
1760432637,HUMBOLDT COUNTY HOSPITAL,HUMBOLDT COUNTY HOSPITAL,,1000 15TH ST N,,HUMBOLDT,IA,50548,5153327605,05/11/2006,02/21/2017
1386719748,IOWA SPECIALTY HOSPITAL - CLARION,IOWA SPECIALTY HOSPITAL - CLARION,,215 13TH AVE SW,,CLARION,IA,50525,5155322801,11/21/2006,06/21/2024
1255107959,MAHASKA COUNTY HOSPITAL,MAHASKA COUNTY HOSPITAL,,1229 C AVE E STE 100,,OSKALOOSA,IA,52577,6416723144,12/04/2023,10/09/2024
1568021335,MAHASKA DRUG 'LONG-TERM CARE',MAHASKA DRUG 'LONG-TERM CARE',,205 N E ST,,OSKALOOSA,IA,52577,6416733439,06/06/2019,11/12/2022
1811580780,MARENGO MEMORIAL HOSPITAL,MARENGO MEMORIAL HOSPITAL,,300 W MAY ST,,MARENGO,IA,52301,3196428048,02/11/2021,10/06/2025
1922670751,MARENGO MEMORIAL HOSPITAL,MARENGO MEMORIAL HOSPITAL,,402 S WALNUT ST,,NORTH ENGLISH,IA,52316,3196428049,07/12/2021,11/02/2021
1316909484,MERCY HEALTH SERVICES-IOWA CORP,MERCY HEALTH SERVICES-IOWA CORP,,98 10TH ST N,,NORTHWOOD,IA,50459,6413242116,04/04/2006,09/25/2024
1659453116,MERCY HEALTH SERVICES-IOWA CORP,MERCY HEALTH SERVICES-IOWA CORP,,115 GILMAN,,SHEFFIELD,IA,50475,6418924640,10/20/2006,10/10/2024
1003221979,MERCY HEALTH SERVICES-IOWA CORP,MERCY HEALTH SERVICES-IOWA CORP,,104 E TRAER ST,,GREENE,IA,50636,6418163013,06/30/2014,10/10/2024
1639625155,MERCY HEALTH SERVICES-IOWA CORP,MERCY HEALTH SERVICES-IOWA CORP,,1410 6TH AVE S STE 200,,CLEAR LAKE,IA,50428,6412318900,08/26/2016,10/10/2024
1225149628,MERCY HEALTH SERVICES-IOWA CORP.,MERCY HEALTH SERVICES-IOWA CORP.,,116 E 11TH ST,,SPENCER,IA,51301,7122622343,08/31/2006,10/04/2011
1962591370,MERCY HEALTH SERVICES-IOWA CORP.,MERCY HEALTH SERVICES-IOWA CORP.,,621 S ILLINOIS AVE STE 101,,MASON CITY,IA,50401,6414286940,10/12/2006,10/10/2024
1639253990,MERCY HEALTH SERVICES-IOWA CORP.,MERCY HEALTH SERVICES-IOWA CORP.,,910 N EISENHOWER AVE,,MASON CITY,IA,50401,6414285630,10/24/2006,10/10/2024
1134204738,MERCY HEALTH SERVICES-IOWA CORP.,MERCY HEALTH SERVICES-IOWA CORP.,,1010 4TH ST SW STE 110,,MASON CITY,IA,50401,6414286100,10/25/2006,10/10/2024
1114923513,MERCY MEDICAL CENTER,MERCY MEDICAL CENTER,,701 10TH ST SE,,CEDAR RAPIDS,IA,52403,3193986343,06/22/2005,08/23/2021
1184974677,MERCY MEDICAL CENTER,MERCY MEDICAL CENTER,,701 10TH STREET SE,,CEDAR RAPIDS,IA,52403,3193631308,09/12/2012,03/03/2021
1699887547,MONTGOMERY COUNTY MEMORIAL HOSPITAL,MONTGOMERY COUNTY MEMORIAL HOSPITAL,,600 SENATE AVE,,RED OAK,IA,51566,7126231900,08/31/2006,03/25/2024
1104602549,MONTGOMERY COUNTY MEMORIAL HOSPITAL,MONTGOMERY COUNTY MEMORIAL HOSPITAL,,600 SENATE AVE,,RED OAK,IA,51566,7126231900,09/01/2023,09/06/2023
1821285842,"NUCARA LONG TERM CARE PHARMACY, LLC","NUCARA LONG TERM CARE PHARMACY, LLC",,2400 4TH ST SW,,MASON CITY,IA,50401,6414942523,10/03/2007,10/03/2007
1245757160,ORANGE CITY MUNICIPAL HOSPITAL,ORANGE CITY MUNICIPAL HOSPITAL,,1000 LINCOLN CIR SE STE 300,,ORANGE CITY,IA,51041,7127374984,08/23/2017,07/21/2022
1588274302,PEOPLE'S MEMORIAL HOSPITAL,PEOPLE'S MEMORIAL HOSPITAL,,2405 ROCK ISLAND RD,,OELWEIN,IA,50662,3192831664,08/06/2020,03/14/2022
1164934378,"PRESCRIPTION SHOPPE TELEPHARMACY, LLC","PRESCRIPTION SHOPPE TELEPHARMACY, LLC",,126 W MAIN ST,,WYOMING,IA,52362,5634883993,10/27/2017,03/21/2023
1982111415,"PRESCRIPTION SHOPPE TELEPHARMACY, LLC","PRESCRIPTION SHOPPE TELEPHARMACY, LLC",,139 N LAWLER ST,,POSTVILLE,IA,52162,5638633666,01/05/2018,03/21/2023
1124512223,"PRESCRIPTION SHOPPE TELEPHARMACY, LLC","PRESCRIPTION SHOPPE TELEPHARMACY, LLC",,139 N LAWLER ST,,POSTVILLE,IA,52162,5638633666,06/21/2018,08/17/2021
1982001913,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,,235 8TH AVE W,,CRESCO,IA,52136,5635476666,11/19/2014,06/29/2022
1508442138,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,,303 2ND AVE SW,,CRESCO,IA,52136,5635475111,03/23/2021,06/29/2022
1447937230,SHENANDOAH MEDICAL CENTER,SHENANDOAH MEDICAL CENTER,,1 JACK FOSTER DR,,SHENANDOAH,IA,51601,7122467400,07/03/2023,10/26/2023
1932740024,ST LUKE'S JONES REGIONAL MEDICAL CENTER,ST LUKE'S JONES REGIONAL MEDICAL CENTER,,1795 HIGHWAY 64 E STE 2,,ANAMOSA,IA,52205,3194626131,10/01/2019,10/01/2019
1851491666,ST LUKES METHODIST HOSPITAL,ST LUKES METHODIST HOSPITAL,,9255 ATLANTIC DR SW,,CEDAR RAPIDS,IA,52404,3193961386,09/22/2006,04/09/2012
1174845101,STATE UNIVERSITY OF IOWA,STATE UNIVERSITY OF IOWA,,3056 RIVER CROSSING COURT,STE A,RIVERSIDE,IA,52327,3194678383,02/18/2010,09/06/2018
1306304027,STATE UNIVERSITY OF IOWA,STATE UNIVERSITY OF IOWA,,1360 N DODGE ST STE 1100,,IOWA CITY,IA,52245,3196788222,03/12/2019,02/14/2025
1114732559,STATE UNIVERSITY OF IOWA,STATE UNIVERSITY OF IOWA,,701 W FOREVERGREEN RD STE 1605,,NORTH LIBERTY,IA,52317,3194850300,02/12/2025,02/12/2025
1932904927,STATE UNIVERSITY OF IOWA,STATE UNIVERSITY OF IOWA,,2100 ACT CIR STE 100,,IOWA CITY,IA,52245,3193539668,02/14/2025,02/14/2025
1720886344,STATE UNIVERSITY OF IOWA,STATE UNIVERSITY OF IOWA,,411 LAUREL ST STE A302,,DES MOINES,IA,50314,5155586549,03/07/2025,03/07/2025
1386535771,STATE UNIVERSITY OF IOWA,STATE UNIVERSITY OF IOWA,,2901 86TH ST STE 200,,URBANDALE,IA,50322,5551020721,07/14/2025,08/08/2025
1760561633,THE FINLEY HOSPITAL,THE FINLEY HOSPITAL,,350 N GRANDVIEW AVE,,DUBUQUE,IA,52001,5635892472,11/03/2006,06/28/2019
1801264072,THE FINLEY HOSPITAL,THE FINLEY HOSPITAL,,8456 PEOSTA COMMERCIAL CT,,PEOSTA,IA,52068,5635572950,09/04/2015,06/28/2019
1124496815,THE FINLEY HOSPITAL,THE FINLEY HOSPITAL,,350 N GRANDVIEW AVE,,DUBUQUE,IA,52001,5635892414,09/11/2015,06/11/2019
1083965073,THOMPSON & THOMPSON LONG TERM CARE,THOMPSON & THOMPSON LONG TERM CARE,,205 WASHINGTON ST,,VICTOR,IA,52347,3196478292,10/01/2012,10/01/2012
1154319028,THOMPSON & THOMPSON LONG TERM CARE INC,THOMPSON & THOMPSON LONG TERM CARE INC,,411 E HAGANMAN LN,,SOLON,IA,52333,3196244000,10/13/2005,01/31/2011
1669453312,THOMPSON & THOMPSON LONG TERM CARE INC,THOMPSON & THOMPSON LONG TERM CARE INC,,101 E FRONT ST,,BROOKLYN,IA,52211,6415227813,11/09/2005,10/10/2014
1477667442,THOMPSON & THOMPSON LONG TERM CARE INC,THOMPSON & THOMPSON LONG TERM CARE INC,,204 N MAIN ST,,LEON,IA,50144,6414464136,08/18/2006,11/10/2013
1366512352,THOMPSON & THOMPSON LONG TERM CARE INC,THOMPSON & THOMPSON LONG TERM CARE INC,,311 W RAINBOW DR,SUITE 1,WEST LIBERTY,IA,52776,3196274317,11/08/2006,03/08/2017
1316372253,THOMPSON & THOMPSON LONG TERM CARE INC,THOMPSON & THOMPSON LONG TERM CARE INC,,3520 GRAND AVE,,DES MOINES,IA,50312,5152792062,09/11/2013,06/21/2016
1578089991,TRINITY REGIONAL MEDICAL CENTER,TRINITY REGIONAL MEDICAL CENTER,,802 KENYON RD STE 120,,FORT DODGE,IA,50501,5155746588,08/17/2017,08/21/2023
1770504722,UNIVERSITY HEALTH SERVICES PHARMACY,UNIVERSITY HEALTH SERVICES PHARMACY,,UNI PHARMACY STUDENT HEALTH CTR,1227 W 23RD ST,CEDAR FALLS,IA,50614,3192732154,07/22/2006,12/23/2013
1609120153,WASHINGTON COUNTY HOSPITAL,WASHINGTON COUNTY HOSPITAL,,222 S IOWA AVE,,WASHINGTON,IA,52353,3196534646,11/06/2012,01/08/2020
1457902314,WAYNE COUNTY HOSPITAL,WAYNE COUNTY HOSPITAL,,510 E JEFFERSON ST STE A,,CORYDON,IA,50060,6418722030,09/23/2019,07/14/2021
1104507060,WINNESHIEK MEDICAL CENTER,WINNESHIEK MEDICAL CENTER,,901 MONTGOMERY ST STE A,,DECORAH,IA,52101,5633873000,07/25/2023,01/25/2024
1306796057,CLEARWATER VALLEY HOSPITAL & CLINICS INC.,CLEARWATER VALLEY HOSPITAL & CLINICS INC.,,1105 MICHIGAN AVE,,OROFINO,ID,83544,2084763600,02/02/2026,02/02/2026
1396464566,CRX HEALTH SERVICES LLC,CRX HEALTH SERVICES LLC,,173 W 4TH ST,,KUNA,ID,83634,2089224400,08/23/2022,12/19/2022
1235858689,CRX HEALTH SERVICES LLC,CRX HEALTH SERVICES LLC,,112 4TH ST,,MELBA,ID,83641,2084959809,08/26/2022,08/27/2022
1619350774,FAMILY HEALTH SERVICES CORPORATION,FAMILY HEALTH SERVICES CORPORATION,,1309 BENNETT AVE,,BURLEY,ID,83318,2086507854,07/07/2015,05/13/2021
1811473119,FAMILY HEALTH SERVICES CORPORATION,FAMILY HEALTH SERVICES CORPORATION,,402 6TH ST,,RUPERT,ID,83350,2086507941,07/19/2018,07/19/2018
1457995516,FAMILY HEALTH SERVICES CORPORATION,FAMILY HEALTH SERVICES CORPORATION,,401 W CAMAS AVE,,FAIRFIELD,ID,83327,2087642611,11/01/2019,11/01/2019
1467027938,FAMILY HEALTH SERVICES CORPORATION,FAMILY HEALTH SERVICES CORPORATION,,621 N MAIN ST,,BELLEVUE,ID,83313,2087376718,05/26/2021,05/26/2021
1841932498,FAMILY HEALTH SERVICES CORPORATION,FAMILY HEALTH SERVICES CORPORATION,,651 S BEVERLY ST,,SHOSHONE,ID,83352,2088862224,04/12/2022,10/28/2024
1447969092,FAMILY HEALTH SERVICES CORPORATION,FAMILY HEALTH SERVICES CORPORATION,,301 MAIN ST N.,,KIMBERLY,ID,83341,2087327126,11/22/2022,12/11/2023
1154007219,FAMILY HEALTH SERVICES CORPORATION,FAMILY HEALTH SERVICES CORPORATION,,260 3RD AVE N,,TWIN FALLS,ID,83301,2086507856,06/23/2023,06/23/2023
1184300246,FAMILY HEALTH SERVICES CORPORATION,FAMILY HEALTH SERVICES CORPORATION,,2647 KIMBERLY RD,,TWIN FALLS,ID,83301,2086507858,06/23/2023,06/23/2023
1295336709,FAMILY HEALTH SERVICES PHARMACY,FAMILY HEALTH SERVICES PHARMACY,,218 W. NEZ PERCE,,JEROME,ID,83338,2086507946,11/03/2020,06/10/2021
1881288074,FAMILY HEALTH SERVICES PHARMACY,FAMILY HEALTH SERVICES PHARMACY,,725 FAIR ST,,BUHL,ID,83316,2087327128,02/27/2021,06/09/2023
1205720232,GRITMAN MEDICAL CENTER INC,GRITMAN MEDICAL CENTER INC,,719 S MAIN ST STE 1,,MOSCOW,ID,83843,2088823092,06/04/2025,06/04/2025
1992808059,IDAHO STATE UNIVERSITY,IDAHO STATE UNIVERSITY,,551 HIGHLAND DR,,ARCO,ID,83213,2085278201,09/06/2006,04/05/2022
1376602680,IDAHO STATE UNIVERSITY,IDAHO STATE UNIVERSITY,,609 CLINIC RD,,CHALLIS,ID,83226,2088794600,12/06/2006,10/13/2025
1497194013,IDAHO STATE UNIVERSITY,IDAHO STATE UNIVERSITY,,990 S 8TH AVE,,POCATELLO,ID,83201,2082823407,06/17/2013,04/04/2022
1700472495,IDAHO STATE UNIVERSITY,IDAHO STATE UNIVERSITY,,990 S CESAR CHAVEZ,,POCATELLO,ID,83209,2082823407,12/16/2020,12/22/2020
1740964295,IDAHO STATE UNIVERSITY,IDAHO STATE UNIVERSITY,,4914 YELLOWSTONE AVE STE A,,CHUBBUCK,ID,83202,2082825790,06/14/2023,05/15/2024
1083393284,IDAHO STATE UNIVERSITY,IDAHO STATE UNIVERSITY,,208 CENTER ST.,,MCCAMMON,ID,83250,2082826155,07/14/2023,07/09/2024
1760203921,ST LUKE'S MAGIC VALLEY REGIONAL MEDICAL CENTER LTD,ST LUKE'S MAGIC VALLEY REGIONAL MEDICAL CENTER LTD,,801 POLE LINE RD W,,TWIN FALLS,ID,83301,2088141275,10/21/2024,02/19/2025
1386302131,ST LUKES REGIONAL MEDICAL CENTER,ST LUKES REGIONAL MEDICAL CENTER,,11801 W EXECUTIVE DR,,BOISE,ID,83713,2082057779,11/29/2021,12/08/2022
1932977782,ST LUKES REGIONAL MEDICAL CENTER,ST LUKES REGIONAL MEDICAL CENTER,,2619 W FAIRVIEW AVE,,BOISE,ID,83702,2083817282,12/12/2023,12/11/2025
1255281911,"ST. MARY'S HOSPITAL & CLINICS, INC.","ST. MARY'S HOSPITAL & CLINICS, INC.",,429 MAIN ST,,COTTONWOOD,ID,83522,2089623401,02/02/2026,02/02/2026
1518818756,"ST. MARY'S HOSPITAL & CLINICS, INC.","ST. MARY'S HOSPITAL & CLINICS, INC.",,318 MAIN ST,,KAMIAH,ID,83536,2089352301,02/04/2026,02/04/2026
1760597793,TRONE HEALTH SERVICES INC,TRONE HEALTH SERVICES INC,,2790 W CHERRY LN,SUITE #100,MERIDIAN,ID,83642,2082881496,08/20/2006,01/08/2025
1396813127,TRONE HEALTH SERVICES INC,TRONE HEALTH SERVICES INC,,410 E GROVE AVE,,PARMA,ID,83660,2087225269,12/01/2006,01/08/2025
1376117432,TRONE HEALTH SERVICES INC,TRONE HEALTH SERVICES INC,,2790 W CHERRY LN STE 100,,MERIDIAN,ID,83642,2082881496,05/13/2021,05/13/2021
1831721398,UPPER VALLEY COMMUNITY HEALTH SERVICES INC,UPPER VALLEY COMMUNITY HEALTH SERVICES INC,,335 E MAIN ST STE 4,,SAINT ANTHONY,ID,83445,2086248300,02/12/2020,05/21/2024
1184329005,UPPER VALLEY COMMUNITY HEALTH SERVICES INC,UPPER VALLEY COMMUNITY HEALTH SERVICES INC,,72 S 1ST E STE 104,,REXBURG,ID,83440,2083728300,03/31/2023,05/21/2024
1699537571,UPPER VALLEY COMMUNITY HEALTH SERVICES INC,UPPER VALLEY COMMUNITY HEALTH SERVICES INC,,3729 WOODKING DR STE 2,,IDAHO FALLS,ID,83404,2086126300,01/26/2024,05/21/2024
1902657919,ACCESS COMMUNITY HEALTH NETWORK,ACCESS COMMUNITY HEALTH NETWORK,,13000 MAPLE AVE,,BLUE ISLAND,IL,60406,7082398095,03/28/2024,04/03/2024
1275322950,ACCESS COMMUNITY HEALTH NETWORK,ACCESS COMMUNITY HEALTH NETWORK,,1120 N ARLINGTON HEIGHTS RD,,ARLINGTON HEIGHTS,IL,60004,2243181540,05/01/2025,05/01/2025
1184923260,ADVENTIST BOLINGBROOK HOSPITAL,ADVENTIST BOLINGBROOK HOSPITAL,,500 REMINGTON BLVD,,BOLINGBROOK,IL,60440,6303123970,03/15/2011,11/08/2024
1205120706,ADVENTIST BOLINGBROOK HOSPITAL,ADVENTIST BOLINGBROOK HOSPITAL,,500 REMINGTON BLVD,,BOLINGBROOK,IL,60440,6303123970,06/02/2011,11/12/2024
1518114750,ADVENTIST GLENOAKS HOSPITAL,ADVENTIST GLENOAKS HOSPITAL,,701 WINTHROP AVE,,GLENDALE HEIGHTS,IL,60139,6305457310,08/19/2008,11/12/2024
1386881290,ADVENTIST GLENOAKS HOSPITAL,ADVENTIST GLENOAKS HOSPITAL,,701 WINTHROP AVE,,GLENDALE HEIGHTS,IL,60139,6305457310,01/14/2009,11/12/2024
1649366428,ALEXIAN BROTHERS MEDICAL CENTER OUTPATIENT PHARMACY,ALEXIAN BROTHERS MEDICAL CENTER OUTPATIENT PHARMACY,,800 BIESTERFIELD RD,,ELK GROVE VILLAGE,IL,60007,8479813613,10/05/2006,01/27/2025
1326154238,ALTON MEMORIAL HOSPITAL,ALTON MEMORIAL HOSPITAL,,1 MEMORIAL DR,ROOM G247,ALTON,IL,62002,6184637865,08/22/2006,03/22/2021
1295494391,ALTON MEMORIAL HOSPITAL,ALTON MEMORIAL HOSPITAL,,1 MEMORIAL DR,,ALTON,IL,62002,3146579001,12/16/2021,12/16/2021
1477420412,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,,1895 ARBOR GLEN BLVD FL 3,,SCHAUMBURG,IL,60195,8723235080,10/23/2025,10/28/2025
1912874959,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,,1895 ARBOR GLEN BLVD FL 3,,SCHAUMBURG,IL,60195,8723235080,10/23/2025,10/28/2025
1790868636,BLESSING HOSPITAL,BLESSING HOSPITAL,,1121 MAINE ST,,QUINCY,IL,62301,2172286430,10/23/2006,08/29/2025
1336810431,BLESSING HOSPITAL,BLESSING HOSPITAL,,1005 BROADWAY ST RM 1970-107,,QUINCY,IL,62301,2172145802,09/28/2021,09/28/2021
1306504394,BLESSING HOSPITAL,BLESSING HOSPITAL,,321 N MONROE ST,,PITTSFIELD,IL,62363,2172854214,12/07/2021,12/07/2021
1689378523,BLESSING HOSPITAL,BLESSING HOSPITAL,,1005 BROADWAY ST RM 1952-304,,QUINCY,IL,62301,2172773525,03/27/2023,12/06/2023
1750244406,BLESSING HOSPITAL,BLESSING HOSPITAL,,825 W WASHINGTON ST,,PITTSFIELD,IL,62363,2172855515,12/08/2025,12/08/2025
1962489815,CARLE BROMENN MEDICAL CENTER,CARLE BROMENN MEDICAL CENTER,,1304 FRANKLIN AVE,,NORMAL,IL,61761,3092685797,12/30/2005,11/18/2020
1396613584,CGH MEDICAL CENTER,CGH MEDICAL CENTER,,4 W 3RD ST,,STERLING,IL,61081,8156325371,10/28/2025,10/28/2025
1730286006,CONDELL MEDICAL CENTER HOME PHARMACY,CONDELL MEDICAL CENTER HOME PHARMACY,,28835 N HERKY DR,SUITE 101,LAKE BLUFF,IL,60044,8476800688,09/20/2006,09/11/2025
1235990276,COUNTY OF CLAY,COUNTY OF CLAY,,929 STACY BURK DRIVE,,FLORA,IL,62839,6186621600,01/17/2024,01/17/2024
1609879097,DECATUR MEMORIAL HOSPITAL,DECATUR MEMORIAL HOSPITAL,,2300 N EDWARD ST,,DECATUR,IL,62526,2178766252,05/31/2005,05/23/2013
1154481588,DU PAGE MEDICAL GROUP LTD,DU PAGE MEDICAL GROUP LTD,,17495 LA GRANGE RD,,TINLEY PARK,IL,60487,7082267100,12/08/2006,03/20/2017
1538826516,DU PAGE MEDICAL GROUP LTD,DU PAGE MEDICAL GROUP LTD,,2614 W JEFFERSON ST,,JOLIET,IL,60435,8157303031,11/24/2021,10/13/2023
1801833983,DUPAGE MEDICAL GROUP LTD,DUPAGE MEDICAL GROUP LTD,,1100 W 31ST ST,STE 300,DOWNERS GROVE,IL,60515,6304699200,05/31/2006,08/24/2023
1558604504,DUPAGE MEDICAL GROUP LTD,DUPAGE MEDICAL GROUP LTD,,430 WARRENVILLE RD,215,LISLE,IL,60532,6305396000,03/28/2013,10/06/2023
1801989249,DUPAGE MEDICAL GROUP LTD.,DUPAGE MEDICAL GROUP LTD.,,2614 W. JEFFERSON ST.,,JOLIET,IL,60435,8157303030,09/30/2006,02/07/2023
1417315144,DURAND TELEPHARMACY INC,DURAND TELEPHARMACY INC,,202 N .CENTER ST,,DURAND,IL,61024,8152483850,02/09/2016,09/19/2020
1477937373,EDWARD HOSPITAL,EDWARD HOSPITAL,,100 SPALDING DR,SUITE 101,NAPERVILLE,IL,60540,6305275204,07/10/2015,01/12/2026
1932214749,ELMHURST MEMORIAL HOSPITAL,ELMHURST MEMORIAL HOSPITAL,,1200 S YORK RD,,ELMHURST,IL,60126,6307588016,08/20/2006,08/17/2010
1376305854,ELMHURST MEMORIAL HOSPITAL,ELMHURST MEMORIAL HOSPITAL,,155 E BRUSH HILL RD,,ELMHURST,IL,60126,3312213500,01/29/2024,12/17/2025
1770594277,FAIRFIELD MEMORIAL HOSPITAL,FAIRFIELD MEMORIAL HOSPITAL,,303 NW 11TH ST,,FAIRFIELD,IL,62837,6188422611,08/10/2006,09/11/2025
1477570166,GIBSON COMMUNITY HOSPITAL ASSOCIATION,GIBSON COMMUNITY HOSPITAL ASSOCIATION,,104 N. SANGAMON AVE,,GIBSON CITY,IL,60936,2177848545,07/17/2006,07/17/2023
1245105535,GIBSON COMMUNITY HOSPITAL ASSOCIATION,GIBSON COMMUNITY HOSPITAL ASSOCIATION,,521 E FIRST ST,SUITE B,GIBSON CITY,IL,60936,2177711437,10/07/2025,10/07/2025
1952460388,ILLINOIS STATE UNIVERSITY,ILLINOIS STATE UNIVERSITY,,201 N. UNIVERSITY ST,,NORMAL,IL,61790,3094388713,12/08/2006,03/23/2021
1679250336,INGALLS MEMORIAL HOSPITAL,INGALLS MEMORIAL HOSPITAL,,71 W 156TH ST,,HARVEY,IL,60426,7089154306,07/03/2023,07/03/2023
1629003470,IROQUOIS MEMORIAL HOSPITAL AND RESIDENT HOME,IROQUOIS MEMORIAL HOSPITAL AND RESIDENT HOME,,200 E FAIRMAN AVE,,WATSEKA,IL,60970,8154325841,07/11/2006,02/25/2025
1790565182,IROQUOIS MEMORIAL HOSPITAL AND RESIDENT HOME,IROQUOIS MEMORIAL HOSPITAL AND RESIDENT HOME,,200 E FAIRMAN AVE,,WATSEKA,IL,60970,8154325841,10/03/2023,10/03/2023
1144790791,JAVON BEA HOSPITAL,JAVON BEA HOSPITAL,,8201 E RIVERSIDE BLVD STE 1022,,ROCKFORD,IL,61114,8159711100,11/27/2018,06/10/2025
